UTC_Seconds_Of_Day, Lat(deg), Long(deg), WGS84_Ellipsoid_Height(m), S-to-N_Slp, W-to-E_Slp, RMS_Fit(cm), Num_ATM_obs_Used, Num_Of_ATM_obs_Removed, Dist_Block_To_Right_aircraft(m), Track_ID
44133.50, 82.139515, 299.330299, 15.8091, 0.0012702, 0.0013046, 13.26, 527, 29, 68, 1
44133.50, 82.139849, 299.325235, 15.7937, -0.0001392, -0.0006611, 9.26, 308, 23, -17, 2
44133.50, 82.140184, 299.320170, 15.8388, 0.0003528, 0.0007200, 11.08, 565, 36, -103, 3
44133.50, 82.139782, 299.326250, 15.7985, -0.0001854, -0.0008875, 10.90, 293, 15, 0, 0
44133.75, 82.139781, 299.331282, 15.8456, 0.0001734, 0.0018854, 14.64, 527, 30, 69, 1
44133.75, 82.140115, 299.326225, 15.7840, 0.0003902, 0.0005728, 7.35, 300, 30, -16, 2
44133.75, 82.140449, 299.321168, 15.8900, 0.0034426, -0.0011620, 16.51, 582, 26, -102, 3
44133.75, 82.140051, 299.327199, 15.7835, 0.0002162, 0.0005004, 7.99, 288, 21, 0, 0
44134.00, 82.140045, 299.332300, 15.8569, -0.0004085, 0.0004449, 12.25, 527, 29, 70, 1
44134.00, 82.140380, 299.327235, 15.7804, -0.0001468, 0.0009657, 5.46, 300, 27, -15, 2
44134.00, 82.140714, 299.322170, 15.8522, -0.0020217, -0.0050189, 12.28, 578, 32, -101, 3
44134.00, 82.140320, 299.328147, 15.7884, -0.0002792, 0.0012796, 5.81, 289, 16, 0, 0
44134.25, 82.140310, 299.333312, 15.8236, -0.0016786, -0.0009013, 8.82, 520, 36, 71, 1
44134.25, 82.140645, 299.328246, 15.7703, -0.0003241, 0.0003956, 4.63, 308, 18, -14, 2
44134.25, 82.140979, 299.323179, 15.7798, 0.0000000, -0.0013295, 6.58, 567, 39, -100, 3
44134.25, 82.140589, 299.329097, 15.7734, -0.0007377, 0.0004641, 5.02, 284, 19, 0, 0
44134.50, 82.140577, 299.334306, 15.7774, -0.0001025, 0.0002590, 5.31, 514, 42, 72, 1
44134.50, 82.140911, 299.329248, 15.7639, 0.0001443, 0.0005972, 3.87, 309, 19, -13, 2
44134.50, 82.141244, 299.324189, 15.7765, 0.0001637, -0.0005943, 5.58, 604, 6, -99, 3
44134.50, 82.140858, 299.330046, 15.7652, 0.0003055, 0.0007615, 4.11, 282, 24, 0, 0
44134.75, 82.140843, 299.335295, 15.7967, 0.0009191, 0.0009186, 6.55, 520, 36, 73, 1
44134.75, 82.141176, 299.330247, 15.7687, -0.0001991, 0.0003463, 3.89, 309, 21, -13, 2
44134.75, 82.141509, 299.325198, 15.7692, -0.0002538, -0.0003263, 4.96, 610, 7, -98, 3
44134.75, 82.141127, 299.330994, 15.7811, -0.0003472, 0.0008736, 5.26, 281, 28, 0, 0
44135.00, 82.141111, 299.336261, 15.8291, -0.0002296, -0.0005850, 9.74, 532, 23, 73, 1
44135.00, 82.141443, 299.331223, 15.7618, -0.0002110, -0.0001952, 3.34, 308, 24, -12, 2
44135.00, 82.141776, 299.326185, 15.7599, 0.0000000, -0.0002692, 4.42, 603, 7, -97, 3
44135.00, 82.141396, 299.331943, 15.7770, -0.0005086, 0.0000000, 5.56, 278, 29, 0, 0
44135.25, 82.141380, 299.337221, 15.8015, -0.0003719, -0.0013456, 6.73, 526, 30, 73, 1
44135.25, 82.141712, 299.332185, 15.7668, 0.0003699, -0.0001657, 4.34, 317, 15, -12, 2
44135.25, 82.142043, 299.327149, 15.7719, 0.0005933, 0.0002611, 4.90, 595, 11, -97, 3
44135.25, 82.141665, 299.332893, 15.7690, 0.0001403, 0.0000000, 4.75, 283, 25, 0, 0
44135.50, 82.141650, 299.338173, 15.7976, 0.0010720, -0.0005525, 6.36, 528, 28, 73, 1
44135.50, 82.141980, 299.333140, 15.7821, 0.0004257, 0.0001158, 5.10, 311, 17, -12, 2
44135.50, 82.142311, 299.328107, 15.7887, 0.0001191, 0.0000000, 7.28, 571, 40, -97, 3
44135.50, 82.141934, 299.333842, 15.7925, 0.0003305, 0.0008963, 6.20, 296, 14, 0, 0
44135.75, 82.141919, 299.339113, 15.8341, 0.0015092, 0.0008263, 9.79, 543, 15, 73, 1
44135.75, 82.142251, 299.334074, 15.8003, 0.0002182, 0.0000000, 6.89, 303, 25, -12, 2
44135.75, 82.142582, 299.329034, 15.7924, -0.0006546, -0.0003368, 7.38, 579, 33, -97, 3
44135.75, 82.142204, 299.334788, 15.8186, -0.0004031, 0.0009689, 9.05, 292, 19, 0, 0
44136.00, 82.142191, 299.340044, 15.8459, -0.0008547, -0.0002130, 10.47, 547, 11, 73, 1
44136.00, 82.142522, 299.334995, 15.8042, -0.0014220, -0.0004677, 8.16, 310, 19, -13, 2
44136.00, 82.142854, 299.329945, 15.7966, 0.0000000, 0.0006362, 5.99, 608, 9, -98, 3
44136.00, 82.142474, 299.335737, 15.8213, -0.0020274, 0.0000000, 10.51, 302, 7, 0, 0
44136.25, 82.142462, 299.340961, 15.8201, -0.0007099, -0.0008324, 8.20, 543, 17, 72, 1
44136.25, 82.142794, 299.335901, 15.8003, 0.0002943, 0.0013427, 7.28, 310, 19, -13, 2
44136.25, 82.143127, 299.330840, 15.7836, -0.0004198, -0.0001915, 5.84, 600, 14, -99, 3
44136.25, 82.142743, 299.336683, 15.8218, 0.0005673, 0.0016297, 8.99, 296, 11, 0, 0
44136.50, 82.142735, 299.341864, 15.8110, 0.0004146, -0.0001868, 7.20, 518, 40, 71, 1
44136.50, 82.143068, 299.336789, 15.8488, 0.0003551, 0.0021008, 9.04, 318, 12, -14, 2
44136.50, 82.143400, 299.331715, 15.7652, -0.0001495, -0.0003210, 4.60, 608, 6, -100, 3
44136.50, 82.143012, 299.337632, 15.8659, 0.0005556, 0.0008547, 10.28, 296, 10, 0, 0
44136.75, 82.143009, 299.342753, 15.8453, 0.0009549, 0.0005481, 9.17, 515, 45, 70, 1
44136.75, 82.143342, 299.337666, 15.8741, -0.0004770, 0.0007979, 10.08, 321, 9, -15, 2
44136.75, 82.143676, 299.332579, 15.7658, 0.0001470, 0.0001245, 4.43, 607, 4, -101, 3
44136.75, 82.143282, 299.338579, 15.8759, 0.0003776, -0.0012880, 9.57, 299, 9, 0, 0
44137.00, 82.143283, 299.343626, 15.8699, 0.0003900, 0.0006727, 11.16, 520, 37, 69, 1
44137.00, 82.143617, 299.338545, 15.8796, -0.0002991, 0.0000000, 12.08, 320, 8, -17, 2
44137.00, 82.143952, 299.333463, 15.7771, 0.0007740, 0.0002314, 6.04, 590, 13, -102, 3
44137.00, 82.143553, 299.339527, 15.8777, 0.0010511, -0.0024116, 10.34, 296, 9, 0, 0
44137.25, 82.143559, 299.344486, 15.8971, 0.0010592, 0.0015697, 12.84, 536, 23, 68, 1
44137.25, 82.143892, 299.339423, 15.8626, -0.0010735, -0.0011135, 11.98, 318, 12, -18, 2
44137.25, 82.144224, 299.334361, 15.7834, 0.0000000, -0.0002794, 6.93, 584, 20, -103, 3
44137.25, 82.143822, 299.340477, 15.8598, -0.0007621, -0.0023305, 11.10, 298, 9, 0, 0
44137.50, 82.143833, 299.345375, 15.8988, -0.0018338, 0.0000000, 13.96, 537, 20, 67, 1
44137.50, 82.144165, 299.340322, 15.8152, -0.0004561, 0.0000000, 7.46, 310, 22, -19, 2
44137.50, 82.144497, 299.335268, 15.8035, -0.0001405, 0.0009638, 7.91, 574, 30, -104, 3
44137.50, 82.144092, 299.341429, 15.8276, 0.0000000, 0.0008441, 8.45, 297, 12, 0, 0
44137.75, 82.144106, 299.346278, 15.8666, -0.0014437, 0.0000000, 14.42, 537, 20, 66, 1
44137.75, 82.144437, 299.341237, 15.7997, -0.0002824, 0.0009393, 5.71, 310, 19, -19, 2
44137.75, 82.144769, 299.336196, 15.8436, -0.0009162, 0.0018877, 10.10, 568, 33, -104, 3
44137.75, 82.144362, 299.342377, 15.8129, -0.0004366, 0.0004799, 7.39, 293, 17, 0, 0
44138.00, 82.144378, 299.347189, 15.8475, -0.0012782, -0.0001125, 13.09, 547, 15, 65, 1
44138.00, 82.144709, 299.342165, 15.7870, -0.0006264, 0.0003422, 4.80, 306, 21, -20, 2
44138.00, 82.145040, 299.337141, 15.8083, -0.0009287, 0.0006512, 7.90, 557, 47, -104, 3
44138.00, 82.144632, 299.343328, 15.7879, 0.0000000, -0.0001108, 4.79, 287, 23, 0, 0
44138.25, 82.144648, 299.348136, 15.8274, -0.0002787, 0.0003295, 10.79, 544, 16, 65, 1
44138.25, 82.144979, 299.343114, 15.7900, 0.0001848, 0.0007655, 5.41, 313, 13, -20, 2
44138.25, 82.145310, 299.338093, 15.8049, 0.0003284, 0.0009084, 7.82, 572, 35, -104, 3
44138.25, 82.144903, 299.344279, 15.7958, 0.0003637, 0.0003442, 5.38, 299, 12, 0, 0
44138.50, 82.144917, 299.349116, 15.8262, 0.0001698, 0.0014574, 10.34, 533, 28, 66, 1
44138.50, 82.145247, 299.344087, 15.8148, 0.0003642, 0.0007508, 6.76, 326, 5, -19, 2
44138.50, 82.145578, 299.339059, 15.8458, -0.0004641, 0.0017796, 10.00, 580, 25, -104, 3
44138.50, 82.145172, 299.345230, 15.8189, 0.0005938, 0.0003911, 6.85, 310, 3, 0, 0
44138.75, 82.145185, 299.350107, 15.8787, 0.0013192, 0.0023042, 11.83, 528, 36, 66, 1
44138.75, 82.145516, 299.345072, 15.8189, -0.0004385, 0.0003851, 6.88, 321, 9, -19, 2
44138.75, 82.145847, 299.340037, 15.8320, -0.0010280, 0.0012767, 8.75, 576, 35, -104, 3
44138.75, 82.145443, 299.346183, 15.8284, 0.0004180, -0.0001328, 6.89, 302, 8, 0, 0
44139.00, 82.145452, 299.351113, 15.8949, -0.0014660, 0.0007984, 11.58, 535, 29, 67, 1
44139.00, 82.145783, 299.346066, 15.8065, 0.0001172, 0.0002013, 6.25, 321, 10, -18, 2
44139.00, 82.146114, 299.341020, 15.8181, -0.0005322, 0.0013642, 6.58, 568, 40, -103, 3
44139.00, 82.145713, 299.347137, 15.8169, -0.0002994, -0.0004185, 6.54, 303, 7, 0, 0
44139.25, 82.145720, 299.352106, 15.8569, -0.0018107, 0.0004427, 10.19, 538, 24, 68, 1
44139.25, 82.146051, 299.347065, 15.8032, 0.0000000, 0.0000000, 6.25, 319, 10, -17, 2
44139.25, 82.146381, 299.342024, 15.8541, 0.0007843, 0.0015882, 9.77, 581, 31, -102, 3
44139.25, 82.145983, 299.348087, 15.8021, 0.0001717, -0.0004783, 6.47, 303, 9, 0, 0
44139.50, 82.145987, 299.353104, 15.8380, -0.0009405, -0.0001537, 11.14, 537, 27, 69, 1
44139.50, 82.146318, 299.348066, 15.8211, 0.0007179, 0.0008221, 6.71, 316, 15, -16, 2
44139.50, 82.146649, 299.343028, 15.8707, 0.0006101, -0.0002266, 10.33, 578, 33, -101, 3
44139.50, 82.146254, 299.349039, 15.8239, 0.0014872, 0.0000000, 6.89, 295, 15, 0, 0
44139.75, 82.146255, 299.354094, 15.8464, 0.0011745, 0.0002994, 10.68, 529, 32, 69, 1
44139.75, 82.146585, 299.349059, 15.8363, -0.0002057, 0.0005272, 6.93, 313, 14, -16, 2
44139.75, 82.146916, 299.344025, 15.8964, 0.0024549, -0.0009068, 11.20, 590, 21, -101, 3
44139.75, 82.146524, 299.349989, 15.8463, 0.0003504, -0.0002655, 7.44, 296, 11, 0, 0
44140.00, 82.146524, 299.355075, 15.8640, 0.0004650, 0.0013527, 11.20, 534, 26, 70, 1
44140.00, 82.146854, 299.350041, 15.8311, -0.0002233, 0.0000000, 6.76, 314, 14, -15, 2
44140.00, 82.147184, 299.345007, 15.9114, 0.0000000, -0.0022693, 11.03, 597, 13, -100, 3
44140.00, 82.146795, 299.350940, 15.8369, -0.0002604, 0.0000000, 6.74, 298, 12, 0, 0
44140.25, 82.146793, 299.356051, 15.8626, -0.0011277, 0.0005247, 10.38, 523, 35, 70, 1
44140.25, 82.147123, 299.351021, 15.8414, 0.0002762, 0.0007652, 6.58, 320, 8, -15, 2
44140.25, 82.147453, 299.345991, 15.8946, 0.0011463, -0.0020937, 9.35, 594, 19, -99, 3
44140.25, 82.147066, 299.351890, 15.8509, 0.0003963, 0.0010948, 6.59, 288, 25, 0, 0
44140.50, 82.147063, 299.357013, 15.8536, 0.0000000, -0.0004108, 7.19, 511, 47, 70, 1
44140.50, 82.147392, 299.351989, 15.8443, -0.0009360, 0.0006676, 5.64, 301, 27, -14, 2
44140.50, 82.147722, 299.346966, 15.8615, -0.0012025, -0.0026317, 7.73, 591, 20, -99, 3
44140.50, 82.147337, 299.352841, 15.8754, -0.0019133, 0.0014491, 8.97, 281, 29, 0, 0
44140.75, 82.147334, 299.357967, 15.8467, 0.0003024, -0.0001824, 5.50, 508, 47, 70, 1
44140.75, 82.147663, 299.352946, 15.8556, -0.0004262, 0.0017578, 7.83, 291, 36, -14, 2
44140.75, 82.147991, 299.347925, 15.8285, -0.0003136, -0.0005465, 4.53, 607, 3, -99, 3
44140.75, 82.147607, 299.353792, 15.8678, -0.0005106, 0.0015839, 10.60, 275, 33, 0, 0
44141.00, 82.147605, 299.358913, 15.8576, 0.0005621, -0.0004689, 5.39, 514, 39, 70, 1
44141.00, 82.147934, 299.353884, 15.8705, -0.0004708, 0.0021141, 8.33, 296, 33, -14, 2
44141.00, 82.148264, 299.348856, 15.8233, 0.0002079, -0.0002029, 4.13, 602, 5, -99, 3
44141.00, 82.147878, 299.354741, 15.8781, 0.0002206, 0.0015887, 9.67, 276, 32, 0, 0
44141.25, 82.147877, 299.359851, 15.8818, 0.0009167, -0.0006828, 7.20, 517, 41, 70, 1
44141.25, 82.148206, 299.354818, 15.8721, -0.0007463, 0.0004934, 9.31, 305, 24, -15, 2
44141.25, 82.148535, 299.349786, 15.8321, 0.0000000, 0.0000000, 4.20, 604, 3, -100, 3
44141.25, 82.148149, 299.355693, 15.8776, -0.0011641, 0.0000000, 9.37, 287, 23, 0, 0
44141.50, 82.148149, 299.360777, 15.8674, -0.0006157, -0.0009107, 7.11, 517, 41, 70, 1
44141.50, 82.148479, 299.355743, 15.8604, -0.0001776, -0.0006479, 8.41, 309, 21, -15, 2
44141.50, 82.148809, 299.350709, 15.8284, -0.0005537, 0.0000000, 4.42, 606, 4, -100, 3
44141.50, 82.148420, 299.356641, 15.8595, 0.0001538, -0.0008830, 8.08, 290, 21, 0, 0
44141.75, 82.148422, 299.361704, 15.8546, 0.0007466, -0.0001955, 5.68, 530, 27, 69, 1
44141.75, 82.148752, 299.356666, 15.8779, 0.0005951, -0.0001642, 10.40, 310, 19, -16, 2
44141.75, 82.149081, 299.351629, 15.8148, -0.0002459, 0.0000000, 4.62, 600, 10, -101, 3
44141.75, 82.148691, 299.357593, 15.8849, 0.0009548, -0.0010378, 10.18, 295, 15, 0, 0
44142.00, 82.148695, 299.362626, 15.8610, 0.0002879, -0.0001701, 6.25, 533, 23, 69, 1
44142.00, 82.149025, 299.357588, 15.9646, 0.0032059, -0.0004695, 14.21, 323, 9, -16, 2
44142.00, 82.149354, 299.352551, 15.8194, -0.0002126, 0.0005187, 5.30, 582, 28, -101, 3
44142.00, 82.148962, 299.358542, 15.9313, 0.0016434, -0.0016960, 12.00, 299, 10, 0, 0
44142.25, 82.148968, 299.363544, 15.9031, 0.0022334, 0.0016733, 9.98, 528, 30, 68, 1
44142.25, 82.149298, 299.358503, 16.0203, 0.0003185, -0.0017908, 18.30, 321, 8, -17, 2
44142.25, 82.149628, 299.353462, 15.8258, -0.0006167, 0.0008728, 5.61, 580, 28, -102, 3
44142.25, 82.149233, 299.359494, 15.9841, 0.0020090, -0.0012801, 16.49, 298, 11, 0, 0
44142.50, 82.149241, 299.364466, 16.0254, 0.0026997, 0.0024122, 17.19, 544, 15, 68, 1
44142.50, 82.149571, 299.359425, 16.0471, 0.0003486, -0.0003752, 20.04, 322, 7, -17, 2
44142.50, 82.149901, 299.354384, 15.8109, -0.0001533, 0.0004178, 5.02, 561, 46, -102, 3
44142.50, 82.149504, 299.360447, 16.0332, 0.0004278, -0.0004662, 18.42, 300, 9, 0, 0
44142.75, 82.149515, 299.365378, 16.0431, -0.0021063, -0.0002541, 18.05, 537, 20, 67, 1
44142.75, 82.149844, 299.360350, 15.9446, -0.0048128, -0.0022261, 10.73, 314, 14, -18, 2
44142.75, 82.150174, 299.355322, 15.8295, 0.0001764, 0.0010731, 5.61, 552, 55, -102, 3
44142.75, 82.149776, 299.361398, 15.9411, -0.0045950, -0.0011129, 10.31, 298, 13, 0, 0
44143.00, 82.149788, 299.366307, 15.9766, -0.0021954, 0.0020803, 18.26, 541, 19, 67, 1
44143.00, 82.150116, 299.361284, 15.8321, -0.0004486, -0.0001371, 4.22, 313, 13, -18, 2
44143.00, 82.150445, 299.356261, 15.8497, -0.0001889, 0.0011639, 6.11, 560, 50, -103, 3
44143.00, 82.150046, 299.362352, 15.8367, -0.0005297, 0.0000000, 4.36, 288, 21, 0, 0
44143.25, 82.150059, 299.367252, 15.9326, -0.0027037, 0.0018982, 15.30, 546, 18, 67, 1
44143.25, 82.150388, 299.362232, 15.8194, -0.0004015, -0.0001351, 3.89, 322, 4, -18, 2
44143.25, 82.150717, 299.357213, 15.8398, -0.0004932, 0.0003392, 6.40, 559, 50, -103, 3
44143.25, 82.150318, 299.363304, 15.8204, -0.0003246, -0.0003588, 3.80, 294, 15, 0, 0
44143.50, 82.150331, 299.368207, 15.9084, -0.0005163, 0.0016191, 10.43, 542, 20, 67, 1
44143.50, 82.150660, 299.363186, 15.8204, 0.0005204, 0.0003392, 4.10, 323, 4, -18, 2
44143.50, 82.150989, 299.358166, 15.8416, 0.0001331, 0.0006260, 7.09, 567, 43, -103, 3
44143.50, 82.150589, 299.364260, 15.8229, 0.0004694, 0.0004930, 4.31, 294, 16, 0, 0
44143.75, 82.150602, 299.369157, 15.9029, -0.0011353, 0.0019666, 10.53, 543, 21, 66, 1
44143.75, 82.150931, 299.364134, 15.8406, 0.0002653, 0.0006691, 4.78, 317, 9, -18, 2
44143.75, 82.151260, 299.359111, 15.8670, 0.0006382, 0.0011878, 7.79, 574, 42, -103, 3
44143.75, 82.150860, 299.365212, 15.8422, 0.0000000, 0.0005835, 5.23, 294, 17, 0, 0
44144.00, 82.150873, 299.370104, 15.8865, -0.0015771, 0.0025427, 11.14, 528, 33, 66, 1
44144.00, 82.151202, 299.365082, 15.8482, -0.0001071, 0.0002978, 5.14, 308, 20, -18, 2
44144.00, 82.151532, 299.360059, 15.9173, 0.0012647, 0.0012415, 11.40, 577, 35, -103, 3
44144.00, 82.151131, 299.366165, 15.8494, 0.0001033, 0.0000000, 5.67, 292, 18, 0, 0
44144.25, 82.151145, 299.371052, 15.8901, -0.0011470, 0.0029963, 11.63, 526, 35, 66, 1
44144.25, 82.151474, 299.366031, 15.8453, 0.0000000, -0.0001318, 4.90, 311, 17, -18, 2
44144.25, 82.151803, 299.361010, 15.9550, -0.0002569, 0.0003306, 15.73, 566, 40, -103, 3
44144.25, 82.151403, 299.367120, 15.8515, 0.0001165, -0.0001384, 5.46, 300, 11, 0, 0
44144.50, 82.151415, 299.372013, 15.8831, -0.0020285, 0.0013441, 10.66, 530, 33, 66, 1
44144.50, 82.151745, 299.366991, 15.8345, -0.0003594, 0.0000000, 4.24, 319, 7, -18, 2
44144.50, 82.152075, 299.361968, 15.9902, 0.0039431, -0.0018024, 22.38, 585, 26, -103, 3
44144.50, 82.151674, 299.368074, 15.8409, -0.0005756, 0.0002064, 4.50, 304, 8, 0, 0
44144.75, 82.151686, 299.372982, 15.8680, -0.0002634, 0.0014568, 8.61, 515, 44, 67, 1
44144.75, 82.152016, 299.367957, 15.8354, 0.0007183, 0.0003216, 3.81, 323, 6, -18, 2
44144.75, 82.152345, 299.362931, 15.9996, 0.0019869, -0.0049366, 20.57, 577, 31, -103, 3
44144.75, 82.151945, 299.369028, 15.8408, 0.0003648, 0.0004809, 4.34, 307, 5, 0, 0
44145.00, 82.151957, 299.373960, 15.9179, 0.0003413, 0.0029501, 12.90, 541, 20, 67, 1
44145.00, 82.152286, 299.368927, 15.8451, 0.0001858, 0.0000000, 4.66, 322, 7, -18, 2
44145.00, 82.152615, 299.363895, 15.9239, -0.0026051, -0.0021271, 12.94, 563, 44, -103, 3
44145.00, 82.152217, 299.369986, 15.8514, 0.0002866, 0.0003635, 5.31, 307, 4, 0, 0
44145.25, 82.152226, 299.374939, 15.9068, -0.0028817, -0.0001607, 11.30, 546, 15, 67, 1
44145.25, 82.152556, 299.369902, 15.8557, 0.0003402, 0.0001182, 5.50, 324, 4, -17, 2
44145.25, 82.152887, 299.364866, 15.9035, 0.0003544, 0.0018762, 6.62, 564, 47, -102, 3
44145.25, 82.152488, 299.370938, 15.8490, 0.0002102, 0.0002907, 4.51, 299, 11, 0, 0
44145.50, 82.152495, 299.375922, 15.8698, 0.0002956, -0.0003590, 6.51, 546, 12, 68, 1
44145.50, 82.152826, 299.370883, 15.8635, 0.0004500, -0.0002732, 4.99, 311, 16, -17, 2
44145.50, 82.153156, 299.365843, 15.9425, 0.0000000, 0.0006386, 11.63, 588, 21, -102, 3
44145.50, 82.152760, 299.371892, 15.8541, 0.0001856, 0.0001914, 3.98, 307, 1, 0, 0
44145.75, 82.152765, 299.376912, 15.8793, 0.0005142, -0.0007384, 6.49, 552, 9, 69, 1
44145.75, 82.153095, 299.371872, 15.8710, 0.0002516, -0.0010541, 6.27, 310, 21, -16, 2
44145.75, 82.153425, 299.366831, 15.8854, -0.0008575, -0.0022593, 7.11, 577, 30, -101, 3
44145.75, 82.153031, 299.372847, 15.8523, -0.0001425, 0.0001141, 4.05, 305, 4, 0, 0
44146.00, 82.153035, 299.377902, 15.8885, 0.0008040, -0.0002170, 7.13, 546, 18, 69, 1
44146.00, 82.153364, 299.372855, 15.8817, 0.0012125, -0.0005034, 7.06, 307, 22, -16, 2
44146.00, 82.153694, 299.367809, 15.8546, 0.0000000, -0.0007110, 4.16, 578, 32, -101, 3
44146.00, 82.153303, 299.373802, 15.8665, 0.0005209, 0.0008269, 5.04, 298, 13, 0, 0
44146.25, 82.153304, 299.378883, 15.8866, -0.0003039, -0.0002122, 6.68, 535, 26, 70, 1
44146.25, 82.153634, 299.373835, 15.9043, 0.0003865, 0.0002252, 8.53, 310, 22, -16, 2
44146.25, 82.153964, 299.368787, 15.8502, 0.0000000, -0.0003671, 3.91, 583, 29, -101, 3
44146.25, 82.153574, 299.374756, 15.9155, 0.0004272, 0.0012746, 9.00, 297, 15, 0, 0
44146.50, 82.153575, 299.379853, 15.8744, 0.0001309, 0.0003429, 4.76, 542, 18, 70, 1
44146.50, 82.153904, 299.374813, 15.9027, -0.0013175, 0.0006896, 8.12, 314, 18, -15, 2
44146.50, 82.154234, 299.369772, 15.9202, 0.0028356, 0.0016744, 9.62, 570, 42, -100, 3
44146.50, 82.153845, 299.375709, 15.9155, -0.0019547, 0.0000000, 8.93, 295, 17, 0, 0
44146.75, 82.153844, 299.380841, 15.8755, -0.0003250, 0.0001635, 4.02, 558, 1, 70, 1
44146.75, 82.154174, 299.375797, 15.8840, 0.0001171, 0.0007649, 6.46, 303, 26, -15, 2
44146.75, 82.154504, 299.370754, 16.0433, 0.0012740, 0.0000000, 21.36, 601, 11, -100, 3
44146.75, 82.154117, 299.376664, 15.8792, 0.0000000, 0.0005452, 5.60, 281, 28, 0, 0
44147.00, 82.154114, 299.381814, 15.8726, 0.0000000, 0.0003011, 4.22, 547, 9, 71, 1
44147.00, 82.154444, 299.376774, 15.9624, 0.0035896, -0.0001210, 10.49, 309, 19, -14, 2
44147.00, 82.154775, 299.371734, 16.0218, -0.0042007, -0.0010633, 16.85, 602, 11, -99, 3
44147.00, 82.154389, 299.377616, 15.9365, 0.0030007, -0.0005959, 8.81, 296, 12, 0, 0
44147.25, 82.154385, 299.382774, 15.8901, 0.0006550, 0.0014183, 6.96, 525, 32, 71, 1
44147.25, 82.154715, 299.377738, 15.9752, -0.0014541, -0.0026060, 12.62, 314, 14, -14, 2
44147.25, 82.155045, 299.372702, 15.9460, 0.0005954, 0.0004720, 10.75, 590, 22, -99, 3
44147.25, 82.154660, 299.378571, 15.9591, 0.0000000, -0.0028298, 9.99, 299, 9, 0, 0
44147.50, 82.154657, 299.383731, 15.9512, 0.0000000, 0.0012472, 12.86, 549, 9, 71, 1
44147.50, 82.154987, 299.378696, 15.9054, -0.0017536, 0.0004622, 10.44, 313, 15, -14, 2
44147.50, 82.155317, 299.373661, 15.9760, 0.0037664, -0.0010786, 14.59, 591, 21, -99, 3
44147.50, 82.154933, 299.379526, 15.9199, -0.0010508, -0.0002590, 11.12, 295, 13, 0, 0
44147.75, 82.154929, 299.384683, 15.9487, -0.0006108, -0.0010614, 9.37, 528, 31, 71, 1
44147.75, 82.155259, 299.379642, 15.8629, -0.0005909, 0.0005499, 6.39, 301, 28, -14, 2
44147.75, 82.155589, 299.374602, 16.0909, 0.0051552, -0.0016590, 17.76, 574, 39, -99, 3
44147.75, 82.155204, 299.380480, 15.8901, -0.0009372, 0.0013116, 8.62, 289, 20, 0, 0
44148.00, 82.155202, 299.385627, 15.8999, -0.0001471, 0.0001311, 5.44, 514, 45, 71, 1
44148.00, 82.155531, 299.380585, 15.9687, 0.0064673, -0.0004562, 13.22, 319, 11, -14, 2
44148.00, 82.155861, 299.375544, 16.1208, 0.0000000, -0.0044803, 19.50, 576, 40, -99, 3
44148.00, 82.155476, 299.381435, 15.9166, 0.0034244, -0.0003227, 11.22, 286, 24, 0, 0
44148.25, 82.155474, 299.386571, 15.9432, 0.0019684, 0.0006361, 10.15, 518, 43, 70, 1
44148.25, 82.155804, 299.381528, 16.1136, 0.0029431, 0.0003717, 24.25, 322, 9, -14, 2
44148.25, 82.156133, 299.376486, 16.0350, -0.0019473, -0.0030732, 18.06, 580, 32, -99, 3
44148.25, 82.155747, 299.382388, 16.0779, 0.0050786, -0.0003996, 21.27, 301, 9, 0, 0
44148.50, 82.155746, 299.387519, 16.1023, 0.0041452, 0.0019790, 22.04, 534, 28, 70, 1
44148.50, 82.156076, 299.382475, 16.0849, -0.0035405, 0.0011680, 17.35, 311, 20, -15, 2
44148.50, 82.156405, 299.377431, 16.0120, 0.0003472, 0.0015238, 13.62, 579, 36, -100, 3
44148.50, 82.156019, 299.383343, 16.1245, -0.0026658, 0.0011875, 21.28, 291, 18, 0, 0
44148.75, 82.156018, 299.388466, 16.1533, -0.0024321, 0.0000000, 23.70, 541, 22, 70, 1
44148.75, 82.156348, 299.383424, 16.0032, -0.0030636, 0.0007516, 11.86, 310, 19, -15, 2
44148.75, 82.156678, 299.378381, 16.1142, 0.0044099, 0.0010896, 23.75, 577, 36, -100, 3
44148.75, 82.156291, 299.384296, 16.0439, -0.0043113, 0.0016490, 13.64, 286, 23, 0, 0
44149.00, 82.156291, 299.389417, 16.1318, -0.0006472, -0.0004128, 22.78, 543, 17, 70, 1
44149.00, 82.156621, 299.384371, 15.9739, -0.0011504, 0.0028042, 10.13, 307, 21, -15, 2
44149.00, 82.156950, 299.379326, 16.1233, -0.0010406, -0.0050148, 24.20, 570, 36, -100, 3
44149.00, 82.156563, 299.385251, 16.0061, -0.0014899, 0.0024775, 12.98, 293, 16, 0, 0
44149.25, 82.156563, 299.390366, 16.0657, -0.0023063, 0.0003918, 19.86, 516, 40, 70, 1
44149.25, 82.156893, 299.385321, 16.0324, 0.0006789, 0.0031638, 15.30, 319, 13, -15, 2
44149.25, 82.157223, 299.380276, 16.0574, 0.0035832, -0.0038147, 18.00, 573, 37, -100, 3
44149.25, 82.156835, 299.386206, 16.0459, 0.0010232, 0.0011188, 17.45, 298, 13, 0, 0
