UTC_Seconds_Of_Day, Lat(deg), Long(deg), WGS84_Ellipsoid_Height(m), S-to-N_Slp, W-to-E_Slp, RMS_Fit(cm), Num_ATM_obs_Used, Num_Of_ATM_obs_Removed, Dist_Block_To_Right_aircraft(m), Track_ID
44149.50, 82.156835, 299.391317, 15.9852, -0.0029974, 0.0023986, 16.87, 506, 54, 70, 1
44149.50, 82.157165, 299.386275, 16.0573, -0.0013825, 0.0010734, 16.73, 320, 12, -15, 2
44149.50, 82.157495, 299.381233, 16.0602, 0.0035716, -0.0053661, 18.42, 579, 31, -100, 3
44149.50, 82.157107, 299.387158, 16.1160, 0.0000000, 0.0008145, 22.38, 302, 11, 0, 0
44149.75, 82.157107, 299.392275, 16.0764, 0.0012582, 0.0032631, 28.37, 539, 20, 70, 1
44149.75, 82.157436, 299.387233, 15.9954, -0.0015548, -0.0003581, 12.28, 313, 20, -15, 2
44149.75, 82.157766, 299.382191, 16.1316, 0.0071437, -0.0047016, 19.44, 563, 45, -100, 3
44149.75, 82.157379, 299.388113, 16.0752, -0.0024859, -0.0009941, 19.44, 305, 12, 0, 0
44150.00, 82.157378, 299.393243, 16.0318, -0.0034860, 0.0003734, 21.02, 532, 29, 70, 1
44150.00, 82.157707, 299.388195, 15.9603, -0.0002530, -0.0007379, 8.99, 315, 18, -15, 2
44150.00, 82.158037, 299.383147, 16.2034, -0.0011533, -0.0044822, 27.11, 566, 43, -100, 3
44150.00, 82.157651, 299.389066, 15.9707, -0.0008262, -0.0013934, 8.64, 296, 19, 0, 0
44150.25, 82.157648, 299.394218, 15.9915, 0.0004294, 0.0008781, 13.91, 529, 34, 71, 1
44150.25, 82.157979, 299.389165, 15.9706, 0.0014799, -0.0015399, 8.66, 304, 27, -14, 2
44150.25, 82.158309, 299.384112, 16.2175, 0.0025073, 0.0014174, 23.26, 586, 24, -99, 3
44150.25, 82.157923, 299.390019, 15.9402, 0.0000000, -0.0007281, 5.94, 284, 24, 0, 0
44150.50, 82.157920, 299.395193, 16.0276, -0.0003993, 0.0035013, 18.60, 538, 23, 71, 1
44150.50, 82.158250, 299.390133, 16.1072, 0.0064422, -0.0043375, 14.86, 313, 17, -14, 2
44150.50, 82.158579, 299.385073, 16.2000, -0.0027435, -0.0018777, 20.15, 604, 12, -99, 3
44150.50, 82.158195, 299.390975, 16.0178, 0.0044704, -0.0026925, 11.79, 292, 18, 0, 0
44150.75, 82.158190, 299.396175, 16.0754, 0.0009182, 0.0047699, 16.94, 533, 26, 71, 1
44150.75, 82.158520, 299.391115, 16.2470, 0.0047248, -0.0030084, 24.23, 319, 14, -14, 2
44150.75, 82.158850, 299.386055, 16.0241, -0.0042573, -0.0026733, 10.25, 578, 36, -99, 3
44150.75, 82.158467, 299.391928, 16.2019, 0.0078036, -0.0046942, 19.36, 299, 16, 0, 0
44151.00, 82.158462, 299.397143, 16.2494, 0.0035289, 0.0053322, 21.19, 541, 19, 72, 1
44151.00, 82.158791, 299.392084, 16.2539, -0.0042409, -0.0003455, 28.19, 327, 7, -13, 2
44151.00, 82.159121, 299.387025, 15.9292, -0.0006046, -0.0002343, 5.38, 577, 32, -99, 3
44151.00, 82.158739, 299.392883, 16.2786, -0.0010146, -0.0038840, 27.42, 308, 7, 0, 0
44151.25, 82.158732, 299.398126, 16.1847, -0.0106165, -0.0008539, 15.82, 533, 27, 72, 1
44151.25, 82.159061, 299.393062, 16.0450, -0.0069600, -0.0012115, 16.28, 317, 13, -13, 2
44151.25, 82.159391, 299.387998, 15.9536, 0.0026954, -0.0003068, 9.26, 565, 46, -98, 3
44151.25, 82.159011, 299.393835, 16.0907, -0.0081949, -0.0034352, 17.16, 302, 6, 0, 0
44151.50, 82.159003, 299.399101, 16.0196, -0.0005058, 0.0026693, 11.44, 538, 21, 73, 1
44151.50, 82.159332, 299.394034, 15.9357, 0.0006205, 0.0006920, 5.37, 316, 12, -13, 2
44151.50, 82.159662, 299.388968, 15.9842, -0.0004951, -0.0025071, 12.78, 584, 28, -98, 3
44151.50, 82.159283, 299.394789, 15.9420, 0.0009788, 0.0009770, 5.29, 294, 11, 0, 0
44151.75, 82.159273, 299.400076, 16.0401, -0.0010468, 0.0008170, 11.61, 541, 15, 73, 1
44151.75, 82.159603, 299.395004, 15.9733, -0.0002758, 0.0020774, 7.93, 317, 13, -12, 2
44151.75, 82.159933, 299.389932, 15.9833, 0.0019781, 0.0000000, 10.56, 584, 27, -98, 3
44151.75, 82.159555, 299.395741, 15.9928, 0.0000000, 0.0020750, 9.00, 299, 9, 0, 0
44152.00, 82.159544, 299.401045, 16.0323, 0.0001759, 0.0009440, 11.02, 539, 18, 73, 1
44152.00, 82.159875, 299.395980, 16.0285, 0.0007679, 0.0032951, 10.15, 315, 12, -12, 2
44152.00, 82.160205, 299.390914, 16.0634, 0.0026793, 0.0005012, 12.95, 602, 10, -97, 3
44152.00, 82.159828, 299.396692, 16.0437, 0.0008363, 0.0027960, 11.52, 296, 11, 0, 0
44152.25, 82.159816, 299.402017, 16.0442, -0.0004010, -0.0003398, 10.80, 540, 16, 74, 1
44152.25, 82.160145, 299.396952, 16.0449, -0.0015323, 0.0023594, 10.71, 315, 14, -12, 2
44152.25, 82.160475, 299.391887, 16.0153, -0.0031353, -0.0022773, 9.71, 598, 16, -97, 3
44152.25, 82.160100, 299.397645, 16.0669, -0.0007131, 0.0021545, 12.24, 295, 11, 0, 0
44152.50, 82.160088, 299.402971, 15.9965, -0.0019438, -0.0018171, 7.36, 538, 20, 74, 1
44152.50, 82.160417, 299.397908, 16.0618, -0.0004869, 0.0032364, 12.31, 319, 9, -12, 2
44152.50, 82.160747, 299.392845, 15.9640, 0.0020504, 0.0002429, 7.41, 584, 26, -97, 3
44152.50, 82.160373, 299.398596, 16.0879, -0.0004438, 0.0020319, 14.54, 301, 6, 0, 0
44152.75, 82.160361, 299.403920, 15.9420, 0.0000000, -0.0003592, 5.48, 552, 9, 73, 1
44152.75, 82.160690, 299.398850, 16.0388, -0.0027867, -0.0001692, 12.18, 322, 8, -12, 2
44152.75, 82.161019, 299.393780, 15.9738, -0.0004509, -0.0002886, 8.36, 582, 31, -97, 3
44152.75, 82.160645, 299.399548, 16.0463, -0.0023947, -0.0018250, 12.42, 303, 7, 0, 0
44153.00, 82.160634, 299.404868, 15.9437, 0.0005961, 0.0000000, 4.96, 554, 8, 73, 1
44153.00, 82.160963, 299.399793, 15.9796, 0.0006078, -0.0001387, 8.04, 322, 10, -12, 2
44153.00, 82.161292, 299.394718, 15.9441, -0.0004394, 0.0001449, 5.56, 600, 15, -97, 3
44153.00, 82.160917, 299.400500, 15.9822, 0.0012445, -0.0006951, 7.38, 300, 11, 0, 0
44153.25, 82.160907, 299.405805, 15.9557, 0.0003753, 0.0002123, 5.30, 545, 17, 73, 1
44153.25, 82.161236, 299.400731, 15.9914, 0.0004710, 0.0003673, 8.38, 318, 14, -12, 2
44153.25, 82.161565, 299.395656, 15.9384, 0.0000000, 0.0003074, 5.40, 611, 5, -97, 3
44153.25, 82.161190, 299.401450, 15.9997, 0.0007508, -0.0006365, 8.83, 299, 10, 0, 0
44153.50, 82.161181, 299.406750, 15.9728, 0.0003502, 0.0002616, 6.57, 544, 17, 73, 1
44153.50, 82.161510, 299.401677, 16.0053, -0.0001277, 0.0010427, 9.51, 314, 15, -12, 2
44153.50, 82.161838, 299.396604, 15.9442, 0.0002950, 0.0001870, 5.48, 609, 5, -97, 3
44153.50, 82.161463, 299.402402, 16.0076, 0.0003220, 0.0002253, 9.99, 290, 17, 0, 0
44153.75, 82.161453, 299.407693, 15.9832, 0.0000000, -0.0003084, 6.02, 548, 12, 73, 1
44153.75, 82.161782, 299.402617, 16.0079, 0.0005774, 0.0006322, 8.13, 312, 17, -12, 2
44153.75, 82.162111, 299.397542, 15.9519, 0.0004575, 0.0000000, 5.39, 607, 11, -98, 3
44153.75, 82.161735, 299.403351, 16.0089, 0.0005555, 0.0004055, 7.77, 288, 18, 0, 0
44154.00, 82.161727, 299.408637, 15.9796, 0.0000000, -0.0002445, 5.07, 555, 7, 73, 1
44154.00, 82.162056, 299.403551, 16.0096, -0.0003529, -0.0003930, 5.29, 316, 13, -13, 2
44154.00, 82.162385, 299.398466, 15.9724, 0.0003006, 0.0006028, 6.18, 601, 15, -98, 3
44154.00, 82.162007, 299.404302, 16.0078, -0.0005019, -0.0003082, 5.02, 301, 5, 0, 0
44154.25, 82.162000, 299.409571, 15.9752, -0.0001186, -0.0003551, 4.79, 557, 4, 73, 1
44154.25, 82.162330, 299.404479, 15.9802, -0.0007784, -0.0005558, 3.95, 314, 15, -13, 2
44154.25, 82.162660, 299.399386, 16.0076, 0.0011389, 0.0012459, 7.29, 590, 24, -99, 3
44154.25, 82.162280, 299.405251, 15.9786, -0.0008971, -0.0003757, 3.78, 300, 6, 0, 0
44154.50, 82.162274, 299.410499, 15.9761, 0.0005263, 0.0004548, 5.77, 552, 8, 72, 1
44154.50, 82.162604, 299.405405, 15.9546, -0.0001956, -0.0001127, 3.20, 309, 20, -13, 2
44154.50, 82.162935, 299.400312, 16.0236, 0.0003608, -0.0006613, 9.73, 591, 19, -99, 3
44154.50, 82.162553, 299.406200, 15.9576, -0.0002225, 0.0000000, 3.21, 300, 6, 0, 0
44154.75, 82.162549, 299.411417, 16.0024, 0.0007133, 0.0012418, 7.28, 538, 22, 72, 1
44154.75, 82.162879, 299.406324, 15.9486, 0.0000000, 0.0000000, 4.03, 325, 5, -14, 2
44154.75, 82.163209, 299.401231, 15.9894, -0.0013795, -0.0015238, 8.01, 590, 21, -99, 3
44154.75, 82.162825, 299.407150, 15.9500, -0.0001278, 0.0001108, 3.56, 298, 8, 0, 0
44155.00, 82.162823, 299.412343, 16.0408, 0.0001613, 0.0000000, 7.78, 531, 27, 71, 1
44155.00, 82.163154, 299.407245, 15.9731, 0.0011458, 0.0011486, 4.65, 329, 3, -14, 2
44155.00, 82.163484, 299.402146, 15.9549, -0.0002692, -0.0003578, 5.16, 597, 14, -100, 3
44155.00, 82.163098, 299.408099, 15.9839, 0.0011697, 0.0015455, 4.93, 303, 2, 0, 0
44155.25, 82.163098, 299.413261, 16.0421, 0.0000000, -0.0005681, 5.88, 529, 30, 71, 1
44155.25, 82.163429, 299.408154, 16.0093, 0.0002439, 0.0007261, 4.87, 306, 25, -15, 2
44155.25, 82.163760, 299.403046, 15.9657, 0.0008715, 0.0004992, 5.21, 601, 12, -101, 3
44155.25, 82.163371, 299.409050, 16.0172, -0.0004841, 0.0007490, 4.63, 283, 22, 0, 0
44155.50, 82.163374, 299.414168, 16.0153, -0.0010123, -0.0004315, 6.04, 524, 35, 70, 1
44155.50, 82.163705, 299.409047, 16.0103, -0.0004854, -0.0001773, 4.93, 292, 38, -16, 2
44155.50, 82.164036, 299.403927, 16.0109, 0.0016027, 0.0007933, 6.04, 587, 24, -102, 3
44155.50, 82.163643, 299.410000, 16.0126, -0.0003506, -0.0002750, 4.83, 266, 38, 0, 0
44155.75, 82.163649, 299.415072, 15.9743, -0.0016040, -0.0009357, 5.92, 527, 30, 69, 1
44155.75, 82.163981, 299.409947, 15.9999, 0.0000000, -0.0003710, 6.18, 305, 24, -17, 2
44155.75, 82.164313, 299.404821, 16.0304, -0.0003817, -0.0002696, 5.97, 571, 34, -103, 3
44155.75, 82.163916, 299.410949, 16.0135, -0.0001291, 0.0000000, 7.95, 286, 19, 0, 0
44156.00, 82.163926, 299.415951, 15.9356, 0.0000000, -0.0002381, 4.72, 537, 20, 68, 1
44156.00, 82.164258, 299.410838, 15.9879, -0.0006102, -0.0011263, 6.30, 319, 10, -18, 2
44156.00, 82.164589, 299.405725, 16.0238, -0.0009382, 0.0001544, 6.06, 567, 35, -104, 3
44156.00, 82.164189, 299.411898, 15.9905, -0.0015744, -0.0009782, 7.39, 303, 3, 0, 0
44156.25, 82.164202, 299.416853, 15.9457, 0.0005512, 0.0000000, 5.09, 548, 15, 67, 1
44156.25, 82.164533, 299.411751, 15.9600, -0.0008065, -0.0007657, 5.36, 323, 4, -18, 2
44156.25, 82.164863, 299.406649, 16.0184, -0.0003674, 0.0001233, 8.99, 578, 26, -104, 3
44156.25, 82.164462, 299.412849, 15.9549, -0.0004779, -0.0003031, 5.19, 301, 7, 0, 0
44156.50, 82.164478, 299.417770, 15.9523, -0.0003759, -0.0001346, 5.92, 554, 10, 67, 1
44156.50, 82.164807, 299.412678, 15.9427, 0.0000000, 0.0000000, 4.43, 318, 8, -19, 2
44156.50, 82.165136, 299.407587, 15.9698, -0.0013931, -0.0008227, 7.66, 579, 26, -104, 3
44156.50, 82.164734, 299.413798, 15.9436, -0.0002195, -0.0001879, 4.54, 298, 10, 0, 0
44156.75, 82.164751, 299.418717, 15.9393, -0.0005590, 0.0001320, 6.14, 556, 5, 67, 1
44156.75, 82.165080, 299.413624, 15.9369, -0.0002553, -0.0001157, 4.23, 324, 3, -19, 2
44156.75, 82.165408, 299.408531, 15.9314, -0.0002626, 0.0000000, 5.04, 595, 11, -104, 3
44156.75, 82.165007, 299.414748, 15.9365, 0.0000000, -0.0001901, 4.52, 302, 5, 0, 0
44157.00, 82.165022, 299.419690, 15.9446, 0.0003795, 0.0004133, 6.18, 553, 6, 67, 1
44157.00, 82.165351, 299.414587, 15.9350, 0.0000000, 0.0001405, 4.79, 328, 1, -19, 2
44157.00, 82.165680, 299.409484, 15.9333, 0.0004743, 0.0000000, 5.10, 600, 7, -104, 3
44157.00, 82.165279, 299.415695, 15.9380, 0.0000000, 0.0001507, 4.93, 306, 3, 0, 0
44157.25, 82.165292, 299.420675, 15.9568, 0.0001980, 0.0005235, 5.97, 551, 8, 68, 1
44157.25, 82.165622, 299.415569, 15.9416, -0.0001208, 0.0002386, 5.43, 328, 2, -18, 2
44157.25, 82.165952, 299.410462, 15.9448, 0.0004776, -0.0002878, 5.15, 603, 3, -104, 3
44157.25, 82.165552, 299.416643, 15.9457, 0.0000000, 0.0000000, 5.46, 307, 1, 0, 0
44157.50, 82.165562, 299.421651, 15.9550, -0.0003960, 0.0003196, 5.05, 551, 11, 68, 1
44157.50, 82.165892, 299.416546, 15.9506, 0.0000000, 0.0000000, 5.69, 328, 1, -18, 2
44157.50, 82.166222, 299.411440, 15.9538, 0.0003532, -0.0002428, 5.27, 606, 4, -103, 3
44157.50, 82.165825, 299.417591, 15.9522, 0.0000000, -0.0001556, 5.52, 308, 1, 0, 0
44157.75, 82.165834, 299.422629, 15.9608, 0.0002491, 0.0003892, 4.70, 561, 3, 69, 1
44157.75, 82.166163, 299.417524, 15.9553, 0.0001023, 0.0001487, 4.75, 325, 5, -17, 2
44157.75, 82.166493, 299.412420, 15.9613, 0.0002249, -0.0002768, 5.36, 606, 5, -103, 3
44157.75, 82.166098, 299.418539, 15.9564, 0.0000000, 0.0001387, 4.77, 303, 4, 0, 0
44158.00, 82.166105, 299.423611, 15.9716, 0.0000000, 0.0003124, 4.68, 555, 8, 69, 1
44158.00, 82.166434, 299.418504, 15.9603, 0.0000000, 0.0001211, 4.23, 326, 3, -17, 2
44158.00, 82.166763, 299.413396, 15.9688, 0.0002888, -0.0001970, 5.04, 609, 6, -102, 3
44158.00, 82.166370, 299.419490, 15.9602, 0.0000000, 0.0002464, 4.25, 304, 3, 0, 0
44158.25, 82.166375, 299.424594, 15.9772, 0.0000000, 0.0002955, 4.49, 550, 16, 70, 1
44158.25, 82.166705, 299.419482, 15.9696, 0.0002280, 0.0001336, 4.25, 326, 2, -16, 2
44158.25, 82.167035, 299.414369, 15.9740, 0.0000000, -0.0002478, 5.05, 611, 5, -102, 3
44158.25, 82.166643, 299.420436, 15.9688, 0.0002908, 0.0002401, 4.20, 306, 1, 0, 0
44158.50, 82.166645, 299.425584, 15.9989, 0.0005471, 0.0007394, 6.06, 544, 21, 70, 1
44158.50, 82.166975, 299.420465, 16.0056, 0.0015128, 0.0011128, 5.83, 310, 18, -15, 2
44158.50, 82.167306, 299.415347, 15.9720, 0.0000000, -0.0003149, 4.67, 608, 6, -101, 3
44158.50, 82.166916, 299.421384, 16.0053, 0.0016504, 0.0010599, 5.95, 291, 15, 0, 0
44158.75, 82.166915, 299.426566, 16.0087, -0.0003799, 0.0000000, 6.58, 544, 19, 71, 1
44158.75, 82.167246, 299.421450, 16.0466, 0.0002901, 0.0004528, 8.49, 313, 17, -15, 2
44158.75, 82.167576, 299.416334, 16.0089, 0.0017244, 0.0005214, 6.72, 591, 22, -101, 3
44158.75, 82.167189, 299.422331, 16.0420, 0.0005334, 0.0002536, 8.23, 290, 17, 0, 0
44159.00, 82.167187, 299.427530, 15.9998, 0.0002040, 0.0000000, 5.75, 556, 5, 71, 1
44159.00, 82.167516, 299.422426, 16.0298, -0.0011452, -0.0005483, 6.04, 319, 12, -14, 2
44159.00, 82.167846, 299.417322, 16.0295, -0.0008565, -0.0006217, 7.71, 603, 11, -100, 3
44159.00, 82.167461, 299.423279, 16.0293, -0.0007078, -0.0006991, 6.13, 297, 9, 0, 0
44159.25, 82.167459, 299.428490, 16.0001, 0.0001469, 0.0004740, 5.23, 555, 6, 72, 1
44159.25, 82.167788, 299.423387, 16.0039, -0.0001865, -0.0001367, 5.03, 322, 6, -14, 2
44159.25, 82.168117, 299.418283, 16.0025, 0.0000000, -0.0003758, 5.38, 607, 5, -100, 3
44159.25, 82.167734, 299.424226, 16.0040, -0.0002266, -0.0004557, 4.94, 302, 2, 0, 0
44159.50, 82.167730, 299.429459, 16.0094, 0.0000000, 0.0004865, 4.63, 553, 8, 72, 1
44159.50, 82.168060, 299.424350, 16.0116, 0.0009038, 0.0000000, 5.14, 314, 14, -14, 2
44159.50, 82.168390, 299.419242, 15.9952, 0.0000000, -0.0005980, 4.97, 604, 5, -100, 3
44159.50, 82.168007, 299.425173, 16.0108, 0.0011758, -0.0002670, 4.73, 295, 11, 0, 0
44159.75, 82.168002, 299.430423, 16.0216, 0.0002120, 0.0002246, 5.36, 542, 12, 72, 1
44159.75, 82.168332, 299.425308, 16.0349, 0.0003185, -0.0002184, 6.57, 317, 11, -14, 2
44159.75, 82.168662, 299.420193, 15.9984, 0.0004555, -0.0002371, 5.37, 603, 6, -99, 3
44159.75, 82.168280, 299.426121, 16.0371, 0.0008464, -0.0008120, 5.74, 295, 12, 0, 0
44160.00, 82.168274, 299.431374, 16.0304, 0.0001420, 0.0000000, 5.73, 549, 6, 72, 1
44160.00, 82.168604, 299.426267, 16.0323, -0.0003277, 0.0000000, 5.38, 321, 8, -13, 2
44160.00, 82.168933, 299.421160, 16.0098, 0.0000000, 0.0000000, 5.19, 607, 7, -99, 3
44160.00, 82.168552, 299.427068, 16.0363, 0.0000000, -0.0004645, 5.12, 297, 9, 0, 0
44160.25, 82.168547, 299.432321, 16.0459, 0.0005124, 0.0002581, 6.15, 549, 11, 72, 1
44160.25, 82.168877, 299.427211, 16.0323, -0.0001651, 0.0005101, 4.92, 326, 2, -13, 2
44160.25, 82.169206, 299.422101, 16.0146, 0.0004229, 0.0000000, 4.69, 606, 9, -99, 3
44160.25, 82.168825, 299.428015, 16.0362, -0.0001121, 0.0003573, 5.23, 304, 1, 0, 0
44160.50, 82.168820, 299.433265, 16.0413, -0.0012569, -0.0006962, 5.91, 548, 12, 72, 1
44160.50, 82.169150, 299.428151, 16.0220, -0.0004435, 0.0000000, 4.87, 330, 3, -14, 2
44160.50, 82.169479, 299.423036, 16.0171, 0.0000000, -0.0002441, 4.76, 600, 10, -99, 3
44160.50, 82.169097, 299.428963, 16.0233, -0.0005537, 0.0000000, 4.92, 306, 3, 0, 0
44160.75, 82.169094, 299.434199, 16.0176, 0.0001638, 0.0000000, 4.71, 550, 12, 72, 1
44160.75, 82.169423, 299.429086, 16.0198, 0.0004465, 0.0001681, 4.61, 331, 3, -14, 2
44160.75, 82.169752, 299.423973, 16.0144, 0.0000000, 0.0000000, 4.39, 607, 10, -100, 3
44160.75, 82.169370, 299.429910, 16.0185, 0.0003783, 0.0000000, 4.43, 308, 3, 0, 0
44161.00, 82.169367, 299.435138, 16.0309, 0.0004238, 0.0001610, 4.93, 561, 2, 72, 1
44161.00, 82.169697, 299.430023, 16.0257, 0.0000000, 0.0001620, 4.39, 323, 5, -14, 2
44161.00, 82.170027, 299.424908, 16.0177, 0.0000000, 0.0002439, 4.42, 605, 11, -100, 3
44161.00, 82.169643, 299.430857, 16.0267, 0.0000000, 0.0002246, 4.23, 301, 4, 0, 0
44161.25, 82.169640, 299.436077, 16.0321, -0.0002339, 0.0001054, 4.41, 556, 4, 72, 1
44161.25, 82.169970, 299.430955, 16.0164, -0.0003421, 0.0000000, 4.15, 326, 2, -14, 2
44161.25, 82.170301, 299.425833, 16.0217, 0.0001110, 0.0000000, 4.63, 602, 11, -100, 3
44161.25, 82.169916, 299.431802, 16.0182, -0.0004302, 0.0001031, 4.13, 304, 1, 0, 0
44161.50, 82.169914, 299.437005, 16.0256, -0.0001045, 0.0003042, 3.80, 553, 7, 71, 1
44161.50, 82.170244, 299.431884, 16.0139, 0.0004249, 0.0002287, 3.66, 314, 13, -14, 2
44161.50, 82.170574, 299.426762, 16.0259, 0.0003160, -0.0001380, 4.54, 602, 10, -100, 3
44161.50, 82.170188, 299.432746, 16.0139, 0.0004452, 0.0002822, 3.53, 298, 10, 0, 0
44161.75, 82.170187, 299.437942, 16.0818, 0.0026271, 0.0009802, 7.54, 528, 32, 71, 1
44161.75, 82.170517, 299.432824, 16.1255, 0.0042990, 0.0023969, 10.05, 319, 14, -15, 2
44161.75, 82.170847, 299.427707, 16.0318, 0.0001276, 0.0000000, 4.72, 587, 21, -100, 3
44161.75, 82.170461, 299.433693, 16.1246, 0.0046929, 0.0020904, 9.44, 297, 13, 0, 0
44162.00, 82.170461, 299.438877, 16.0998, -0.0009997, -0.0014432, 9.69, 538, 21, 71, 1
44162.00, 82.170791, 299.433761, 16.1424, -0.0022419, -0.0007757, 11.51, 317, 15, -15, 2
44162.00, 82.171120, 299.428646, 16.0502, 0.0005710, 0.0002294, 6.83, 583, 26, -101, 3
44162.00, 82.170734, 299.434640, 16.1454, -0.0021546, -0.0010693, 10.97, 296, 14, 0, 0
44162.25, 82.170733, 299.439828, 16.0608, 0.0007120, -0.0008966, 5.97, 546, 13, 71, 1
44162.25, 82.171063, 299.434710, 16.0680, -0.0006813, -0.0003435, 5.93, 317, 15, -15, 2
44162.25, 82.171393, 299.429592, 16.0306, -0.0008835, -0.0007742, 6.00, 585, 25, -100, 3
44162.25, 82.171007, 299.435586, 16.0694, -0.0008509, 0.0000000, 5.42, 301, 9, 0, 0
44162.50, 82.171006, 299.440785, 16.0630, 0.0004693, -0.0001241, 8.78, 519, 42, 71, 1
44162.50, 82.171335, 299.435662, 16.0422, -0.0003457, -0.0005335, 4.83, 313, 18, -15, 2
44162.50, 82.171665, 299.430539, 16.0266, 0.0003762, 0.0006655, 5.35, 605, 6, -100, 3
44162.50, 82.171279, 299.436531, 16.0387, -0.0007868, -0.0002952, 4.35, 297, 11, 0, 0
44162.75, 82.171278, 299.441746, 16.1421, 0.0013338, 0.0028713, 17.92, 548, 12, 72, 1
44162.75, 82.171607, 299.436623, 16.0444, 0.0009730, -0.0003758, 5.30, 314, 14, -14, 2
44162.75, 82.171936, 299.431499, 16.0812, 0.0003898, 0.0022230, 6.22, 595, 20, -100, 3
44162.75, 82.171552, 299.437478, 16.0325, 0.0006999, -0.0002489, 4.50, 301, 4, 0, 0
44163.00, 82.171550, 299.442701, 16.1229, -0.0035921, -0.0005563, 12.70, 536, 24, 72, 1
44163.00, 82.171879, 299.437578, 16.0595, 0.0005324, -0.0008477, 5.36, 310, 20, -14, 2
44163.00, 82.172209, 299.432455, 16.1095, -0.0007679, 0.0016269, 8.04, 571, 40, -100, 3
44163.00, 82.171825, 299.438422, 16.0457, 0.0003799, -0.0006996, 4.40, 296, 10, 0, 0
44163.25, 82.171822, 299.443658, 16.0527, -0.0006662, -0.0004180, 6.11, 536, 25, 72, 1
44163.25, 82.172151, 299.438532, 16.0400, -0.0006810, -0.0007581, 4.48, 316, 16, -14, 2
44163.25, 82.172481, 299.433406, 16.1285, 0.0006848, 0.0008836, 11.38, 581, 29, -100, 3
44163.25, 82.172098, 299.439367, 16.0355, -0.0004268, -0.0006618, 4.08, 294, 14, 0, 0
44163.50, 82.172094, 299.444614, 16.0537, 0.0007335, -0.0001655, 5.54, 541, 21, 72, 1
44163.50, 82.172424, 299.439489, 16.0347, 0.0005697, 0.0006162, 4.57, 314, 18, -14, 2
44163.50, 82.172753, 299.434365, 16.1196, 0.0001039, -0.0014926, 12.03, 584, 32, -100, 3
44163.50, 82.172371, 299.440313, 16.0420, 0.0007162, 0.0007015, 4.82, 293, 15, 0, 0
44163.75, 82.172366, 299.445568, 16.0635, 0.0004286, -0.0001149, 5.72, 546, 15, 72, 1
44163.75, 82.172695, 299.440446, 16.0623, 0.0000000, 0.0011101, 6.47, 319, 17, -14, 2
44163.75, 82.173025, 299.435323, 16.0795, 0.0001119, -0.0023717, 10.31, 587, 31, -99, 3
44163.75, 82.172643, 299.441257, 16.0654, 0.0000000, 0.0006234, 5.53, 290, 21, 0, 0
44164.00, 82.172638, 299.446514, 16.0857, 0.0011976, 0.0016971, 8.11, 532, 25, 72, 1
44164.00, 82.172968, 299.441394, 16.1060, 0.0012324, 0.0018883, 9.19, 315, 18, -14, 2
44164.00, 82.173297, 299.436274, 16.1090, 0.0022098, 0.0000000, 11.05, 588, 28, -99, 3
44164.00, 82.172916, 299.442200, 16.1042, 0.0012700, 0.0011800, 9.02, 288, 21, 0, 0
44164.25, 82.172911, 299.447466, 16.1355, 0.0000000, 0.0026661, 11.63, 542, 20, 72, 1
44164.25, 82.173240, 299.442342, 16.1458, -0.0005304, 0.0004310, 11.40, 314, 15, -13, 2
44164.25, 82.173569, 299.437218, 16.1371, -0.0012585, -0.0003776, 12.22, 598, 16, -99, 3
44164.25, 82.173189, 299.443147, 16.1610, 0.0002004, -0.0004705, 13.00, 297, 8, 0, 0
44164.50, 82.173184, 299.448414, 16.1218, -0.0020624, 0.0000000, 9.75, 533, 26, 72, 1
44164.50, 82.173513, 299.443289, 16.1011, -0.0016710, -0.0006048, 7.01, 312, 18, -13, 2
44164.50, 82.173842, 299.438164, 16.0686, -0.0013782, -0.0005650, 7.47, 585, 27, -99, 3
44164.50, 82.173461, 299.444090, 16.1140, -0.0019386, -0.0010979, 7.93, 290, 14, 0, 0
44164.75, 82.173457, 299.449359, 16.0717, -0.0010025, 0.0000000, 6.21, 539, 14, 72, 1
44164.75, 82.173786, 299.444233, 16.0497, -0.0009479, -0.0003024, 4.52, 316, 15, -13, 2
44164.75, 82.174115, 299.439106, 16.0351, -0.0003155, -0.0003708, 5.54, 575, 37, -99, 3
44164.75, 82.173734, 299.445035, 16.0517, -0.0008873, -0.0003828, 4.69, 287, 15, 0, 0
44165.00, 82.173730, 299.450303, 16.0558, -0.0001741, 0.0010817, 5.62, 546, 16, 72, 1
44165.00, 82.174059, 299.445174, 16.0311, -0.0003806, 0.0002026, 3.05, 323, 4, -13, 2
44165.00, 82.174387, 299.440046, 16.0352, 0.0000000, 0.0000000, 5.91, 561, 50, -99, 3
44165.00, 82.174007, 299.445980, 16.0337, -0.0003187, 0.0000000, 3.11, 299, 3, 0, 0
44165.25, 82.174003, 299.451244, 16.0623, -0.0001951, 0.0015795, 6.88, 545, 14, 72, 1
44165.25, 82.174332, 299.446116, 16.0504, 0.0011277, 0.0001550, 4.34, 322, 4, -14, 2
44165.25, 82.174660, 299.440989, 16.0666, 0.0004045, 0.0004629, 9.75, 553, 58, -99, 3
44165.25, 82.174280, 299.446923, 16.0458, 0.0008463, 0.0000000, 3.96, 303, 2, 0, 0
